Provider,In_TotalClaims,In_AvgDiagnosisCount,In_AvgProcedureCount,In_PctFullDiagnosis,In_PctHighProcedure,In_AvgProcDiagRatio,Out_TotalClaims,Out_AvgDiagnosisCount,Out_AvgProcedureCount,Out_PctFullDiagnosis,Out_PctHasProcedure,Out_AvgProcDiagRatio,PotentialFraud
PRV54519,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.333333333333334,0.0,0.06666666666666667,0.0,0.0,0
PRV54520,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0
PRV54521,0.0,0.0,0.0,0.0,0.0,0.0,64.0,7.2,0.0,0.0,0.0,0.0,0
PRV54522,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0
PRV54523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
PRV54524,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0
PRV54526,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0
PRV54528,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0
PRV54529,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0
PRV54530,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.333333333333334,0.0,0.07692307692307693,0.0,0.0,0
PRV54531,1.0,9.0,0.0,0.0,0.0,0.0,29.0,9.0,0.0,0.0,0.0,0.0,0
PRV54535,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.5,0.0,0.0,0.0,0.0,0
PRV54536,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0
PRV54537,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7.5,0.0,0.0,0.0,0.0,0
PRV54538,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9.142857142857142,0.0,0.020833333333333332,0.0,0.0,0
PRV54539,0.0,0.0,0.0,0.0,0.0,0.0,69.0,8.0,0.0,0.0,0.0,0.0,0
PRV54540,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.05,0.0,0.0,1
PRV54541,2.0,7.0,1.0,0.0,0.0,0.1,5.0,9.0,0.0,0.0,0.0,0.0,0
PRV54542,5.0,8.2,0.4,0.0,0.0,0.045,15.0,9.0,0.0,0.0,0.0,0.0,0
PRV54543,3.0,9.0,1.6666666666666667,0.0,0.0,0.16666666666666666,14.0,0.0,0.0,0.0,0.0,0.0,1
PRV54544,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10.0,0.0,0.03571428571428571,0.0,0.0,0
PRV54545,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV54546,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0
PRV54547,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0
PRV54548,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0
PRV54549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
PRV54550,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0
PRV54551,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0
PRV54552,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.666666666666667,0.0,0.0,0.0,0.0,0
PRV54553,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0
PRV54554,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0
PRV54555,6.0,8.666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.03181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54557,0.0,0.0,0.0,0.0,0.0,0.0,564.0,8.428571428571429,0.0,0.0070921985815602835,0.0,0.0,1
PRV54558,15.0,8.8,0.6666666666666666,0.13333333333333333,0.06666666666666667,0.06604377104377104,58.0,9.0,0.0,0.0,0.0,0.0,0
PRV54559,24.0,8.083333333333334,0.8333333333333334,0.0,0.0,0.08882275132275132,42.0,9.0,0.0,0.0,0.0,0.0,0
PRV54560,40.0,7.875,0.525,0.075,0.0,0.06234487734487735,58.0,9.166666666666666,0.0,0.017241379310344827,0.0,0.0,1
PRV54561,25.0,7.92,0.48,0.12,0.0,0.05457575757575758,161.0,7.7272727272727275,0.0,0.006211180124223602,0.0,0.0,0
PRV54562,0.0,0.0,0.0,0.0,0.0,0.0,206.0,8.818181818181818,0.0,0.0048543689320388345,0.0,0.0,0
PRV54563,0.0,0.0,0.0,0.0,0.0,0.0,267.0,8.25,0.0,0.0149812734082397,0.0,0.0,0
PRV54564,0.0,0.0,0.0,0.0,0.0,0.0,803.0,7.833333333333333,0.0,0.009962640099626401,0.0,0.0,0
PRV54565,39.0,8.128205128205128,0.6153846153846154,0.10256410256410256,0.0,0.09475154475154475,91.0,8.666666666666666,0.0,0.01098901098901099,0.0,0.0,0
PRV54566,40.0,7.675,0.925,0.075,0.1,0.10944715007215007,268.0,8.366666666666667,0.0,0.011194029850746268,0.0,0.0,1
PRV54567,6.0,9.333333333333334,1.1666666666666667,0.3333333333333333,0.0,0.11363636363636365,51.0,9.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0
PRV54568,5.0,8.4,0.6,0.0,0.0,0.06222222222222222,51.0,7.5,0.0,0.0,0.0,0.0,0
PRV54569,12.0,8.333333333333334,0.9166666666666666,0.3333333333333333,0.0,0.10067340067340068,51.0,9.333333333333334,0.0,0.0196078431372549,0.0,0.0,0
PRV54571,4.0,9.25,0.75,0.5,0.0,0.07045454545454546,13.0,9.0,0.0,0.0,0.0,0.0,0
PRV54572,0.0,0.0,0.0,0.0,0.0,0.0,146.0,8.307692307692308,0.0,0.0,0.0,0.0,0
PRV54573,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0
PRV54574,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0
PRV54575,33.0,8.393939393939394,0.696969696969697,0.09090909090909091,0.030303030303030304,0.07665070619616075,240.0,8.214285714285714,0.0,0.008333333333333333,0.0,0.0,0
PRV54576,14.0,7.285714285714286,0.5714285714285714,0.0,0.0,0.07380952380952381,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV54577,45.0,7.933333333333334,0.7111111111111111,0.1111111111111111,0.044444444444444446,0.08616722783389451,16.0,0.0,0.0,0.0,0.0,0.0,0
PRV54578,0.0,0.0,0.0,0.0,0.0,0.0,77.0,7.888888888888889,0.0,0.0,0.0,0.0,0
PRV54579,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV54580,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0
PRV54581,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0
PRV54582,0.0,0.0,0.0,0.0,0.0,0.0,71.0,7.8,0.0,0.014084507042253521,0.0,0.0,0
PRV54585,0.0,0.0,0.0,0.0,0.0,0.0,75.0,8.9,0.0,0.0,0.0,0.0,0
PRV54587,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
PRV54588,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.857142857142857,0.0,0.015873015873015872,0.0,0.0,0
PRV54589,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0
PRV54590,1.0,10.0,1.0,1.0,0.0,0.09090909090909091,65.0,8.0,0.0,0.0,0.0,0.0,0
PRV54591,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0
PRV54593,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.666666666666667,0.0,0.0,0.0,0.0,0
PRV54595,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0
PRV54596,0.0,0.0,0.0,0.0,0.0,0.0,64.0,8.0,0.0,0.015625,0.0,0.0,0
PRV54597,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0
PRV54598,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0
PRV54599,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0
PRV54601,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0
PRV54602,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0
PRV54603,0.0,0.0,0.0,0.0,0.0,0.0,57.0,9.0,0.0,0.0,0.0,0.0,0
PRV54604,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0
PRV54606,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0
PRV54608,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0
PRV54609,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.75,0.0,0.022222222222222223,0.0,0.0,0
PRV54610,0.0,0.0,0.0,0.0,0.0,0.0,45.0,7.0,0.0,0.0,0.0,0.0,0
PRV54611,1.0,7.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0
PRV54612,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0
PRV54614,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0
PRV54615,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0
PRV54616,2.0,7.5,1.0,0.0,0.0,0.12142857142857143,3.0,0.0,0.0,0.0,0.0,0.0,0
PRV54618,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8.333333333333334,0.0,0.03125,0.0,0.0,0
PRV54619,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7.5,0.0,0.030303030303030304,0.0,0.0,0
PRV54620,7.0,8.0,1.0,0.14285714285714285,0.0,0.12370129870129871,6.0,9.0,0.0,0.0,0.0,0.0,0
PRV54621,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
PRV54622,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0
PRV54623,0.0,0.0,0.0,0.0,0.0,0.0,43.0,8.0,0.0,0.0,0.0,0.0,0
PRV54624,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0
PRV54625,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0
PRV54627,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,0.0,0.038461538461538464,0.0,0.0,0
PRV54628,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0
PRV54629,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
PRV54630,0.0,0.0,0.0,0.0,0.0,0.0,85.0,9.0,0.0,0.0,0.0,0.0,0
PRV54633,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.666666666666666,0.0,0.08333333333333333,0.0,0.0,0
PRV54634,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0
PRV54635,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.588235294117647,0.0,0.030303030303030304,0.0,0.0,0
PRV54636,0.0,0.0,0.0,0.0,0.0,0.0,76.0,8.307692307692308,0.0,0.039473684210526314,0.0,0.0,0
PRV54637,13.0,8.692307692307692,0.9230769230769231,0.07692307692307693,0.07692307692307693,0.09350649350649351,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54638,6.0,9.0,0.6666666666666666,0.3333333333333333,0.0,0.06780303030303031,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54639,13.0,8.153846153846153,0.6153846153846154,0.15384615384615385,0.0,0.06099456099456099,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54640,7.0,8.714285714285714,1.0,0.14285714285714285,0.0,0.10482374768089055,12.0,9.0,0.0,0.0,0.0,0.0,0
PRV54642,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.857142857142858,0.0,0.0,0.0,0.0,0
PRV54643,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.333333333333333,0.0,0.0,0.0,0.0,0
PRV54644,22.0,8.318181818181818,0.8181818181818182,0.18181818181818182,0.045454545454545456,0.10772661681752592,46.0,7.666666666666667,0.0,0.0,0.0,0.0,1
PRV54645,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV54646,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.333333333333334,0.0,0.0,0.0,0.0,0
PRV54649,22.0,8.181818181818182,0.7272727272727273,0.045454545454545456,0.045454545454545456,0.08073593073593073,53.0,8.333333333333334,0.0,0.018867924528301886,0.0,0.0,1
PRV54651,21.0,8.0,0.8095238095238095,0.047619047619047616,0.047619047619047616,0.10206143063285922,70.0,9.0,0.0,0.0,0.0,0.0,1
PRV54652,0.0,0.0,0.0,0.0,0.0,0.0,38.0,6.0,0.0,0.0,0.0,0.0,0
PRV54653,40.0,8.45,0.775,0.075,0.0,0.08469516594516595,30.0,6.333333333333333,0.0,0.0,0.0,0.0,0
PRV54656,0.0,0.0,0.0,0.0,0.0,0.0,35.0,8.166666666666666,0.0,0.05714285714285714,0.0,0.0,0
PRV54657,17.0,7.764705882352941,1.0,0.058823529411764705,0.11764705882352941,0.12712418300653594,29.0,8.8,0.0,0.0,0.0,0.0,0
PRV54658,27.0,8.148148148148149,0.6666666666666666,0.1111111111111111,0.037037037037037035,0.07190422745978302,58.0,9.0,0.0,0.0,0.0,0.0,0
PRV54660,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0
PRV54661,3.0,8.0,0.6666666666666666,0.0,0.0,0.075,16.0,0.0,0.0,0.0,0.0,0.0,0
PRV54662,3.0,7.333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,42.0,7.5,0.0,0.0,0.0,0.0,0
PRV54664,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV54666,1.0,9.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0
PRV54667,9.0,8.222222222222221,0.7777777777777778,0.2222222222222222,0.0,0.08316498316498316,157.0,8.333333333333334,0.0,0.006369426751592357,0.0,0.0,0
PRV54668,1.0,9.0,0.0,0.0,0.0,0.0,305.0,7.72,0.0,0.006557377049180328,0.0,0.0,0
PRV54670,0.0,0.0,0.0,0.0,0.0,0.0,159.0,7.666666666666667,0.0,0.006289308176100629,0.0,0.0,0
PRV54671,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
PRV54672,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0
PRV54673,1.0,9.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54674,3.0,9.0,0.6666666666666666,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54675,37.0,7.972972972972973,0.7567567567567568,0.16216216216216217,0.02702702702702703,0.08890253890253891,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV54676,40.0,7.575,0.825,0.075,0.0,0.10983405483405484,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV54677,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,0
PRV54678,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0
PRV54679,1.0,10.0,1.0,1.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54680,18.0,8.61111111111111,1.2222222222222223,0.16666666666666666,0.16666666666666666,0.12760942760942762,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV54681,0.0,0.0,0.0,0.0,0.0,0.0,301.0,8.346153846153847,0.0,0.016611295681063124,0.0,0.0,0
PRV54682,6.0,7.333333333333333,0.6666666666666666,0.0,0.0,0.09047619047619049,90.0,8.142857142857142,0.0,0.011111111111111112,0.0,0.0,0
PRV54683,0.0,0.0,0.0,0.0,0.0,0.0,462.0,8.5625,0.0,0.012987012987012988,0.0,0.0,0
PRV54684,0.0,0.0,0.0,0.0,0.0,0.0,133.0,7.461538461538462,0.0,0.007518796992481203,0.0,0.0,0
PRV54685,0.0,0.0,0.0,0.0,0.0,0.0,145.0,8.909090909090908,0.0,0.006896551724137931,0.0,0.0,0
PRV54686,14.0,9.0,0.5714285714285714,0.21428571428571427,0.0,0.05808080808080808,143.0,8.375,0.0,0.013986013986013986,0.0,0.0,0
PRV54687,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0
PRV54688,11.0,8.454545454545455,0.7272727272727273,0.09090909090909091,0.0,0.07644628099173555,1021.0,7.948717948717949,0.0,0.005876591576885406,0.0,0.0,1
PRV54689,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.5,0.0,0.0,0.0,0.0,0
PRV54690,0.0,0.0,0.0,0.0,0.0,0.0,840.0,7.948275862068965,0.0,0.007142857142857143,0.0,0.0,0
PRV54691,7.0,8.714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.012987012987012988,60.0,8.777777777777779,0.0,0.016666666666666666,0.0,0.0,0
PRV54692,48.0,8.166666666666666,0.6041666666666666,0.020833333333333332,0.0625,0.06740319865319865,24.0,7.0,0.0,0.041666666666666664,0.0,0.0,1
PRV54693,2.0,9.5,1.0,0.5,0.0,0.09090909090909091,50.0,8.5,0.0,0.0,0.0,0.0,0
PRV54694,0.0,0.0,0.0,0.0,0.0,0.0,330.0,8.076923076923077,0.0,0.0,0.0,0.0,0
PRV54695,0.0,0.0,0.0,0.0,0.0,0.0,53.0,7.714285714285714,0.0,0.018867924528301886,0.0,0.0,0
PRV54696,6.0,9.0,0.8333333333333334,0.0,0.0,0.08333333333333333,65.0,8.0,0.0,0.0,0.0,0.0,0
PRV54697,1.0,9.0,1.0,0.0,0.0,0.1,7.0,0.0,0.0,0.0,0.0,0.0,0
PRV54699,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0
PRV54701,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0
PRV54703,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0
PRV54704,0.0,0.0,0.0,0.0,0.0,0.0,161.0,7.285714285714286,0.0,0.006211180124223602,0.0,0.0,0
PRV54705,20.0,8.15,0.4,0.0,0.0,0.044841269841269835,237.0,7.714285714285714,0.0,0.004219409282700422,0.0,0.0,0
PRV54707,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0
PRV54708,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0
PRV54710,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV54711,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV54712,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0
PRV54713,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.5,0.0,0.0,0.0,0.0,0
PRV54714,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0
PRV54715,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0
PRV54716,0.0,0.0,0.0,0.0,0.0,0.0,141.0,6.333333333333333,0.0,0.0,0.0,0.0,0
PRV54717,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0
PRV54718,29.0,8.137931034482758,0.7241379310344828,0.06896551724137931,0.06896551724137931,0.08047469771607703,0.0,0.0,0.0,0.0,0.0,0.0,1
PRV54720,9.0,8.666666666666666,1.0,0.3333333333333333,0.1111111111111111,0.11077441077441078,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54723,0.0,0.0,0.0,0.0,0.0,0.0,90.0,9.0,0.0,0.0,0.0,0.0,0
PRV54724,48.0,8.145833333333334,0.7708333333333334,0.0625,0.020833333333333332,0.08356030543530545,23.0,9.0,0.0,0.0,0.0,0.0,0
PRV54725,0.0,0.0,0.0,0.0,0.0,0.0,116.0,8.666666666666666,0.0,0.017241379310344827,0.0,0.0,0
PRV54726,2.0,9.0,1.0,0.0,0.0,0.1,32.0,9.0,0.0,0.0,0.0,0.0,0
PRV54727,0.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,0.0,0
PRV54728,2.0,8.5,1.0,0.0,0.0,0.10555555555555556,9.0,9.0,0.0,0.0,0.0,0.0,0
PRV54730,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8.0,0.0,0.0,0.0,0.0,0
PRV54734,0.0,0.0,0.0,0.0,0.0,0.0,138.0,7.230769230769231,0.0,0.014492753623188406,0.0,0.0,0
PRV54735,5.0,8.6,0.8,0.0,0.0,0.08,33.0,7.5,0.0,0.0,0.0,0.0,0
PRV54737,13.0,7.384615384615385,1.0,0.0,0.23076923076923078,0.10576923076923077,22.0,0.0,0.0,0.0,0.0,0.0,0
PRV54739,45.0,8.133333333333333,0.8666666666666667,0.15555555555555556,0.022222222222222223,0.09812650312650313,141.0,9.0,0.0,0.014184397163120567,0.0,0.0,1
PRV54741,0.0,0.0,0.0,0.0,0.0,0.0,177.0,8.2,0.0,0.011299435028248588,0.0,0.0,0
PRV54742,231.0,8.29004329004329,0.7748917748917749,0.12554112554112554,0.025974025974025976,0.08646608321932998,1661.0,8.263736263736265,0.0,0.004214328717639976,0.0,0.0,1
PRV54743,7.0,8.571428571428571,1.0,0.14285714285714285,0.0,0.11383219954648527,73.0,7.666666666666667,0.0,0.0,0.0,0.0,1
PRV54745,10.0,8.4,0.9,0.1,0.0,0.09357864357864358,818.0,8.3,0.0,0.008557457212713936,0.0,0.0,0
PRV54747,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0
PRV54748,0.0,0.0,0.0,0.0,0.0,0.0,85.0,7.0,0.0,0.0,0.0,0.0,0
PRV54753,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0
PRV54756,3.0,5.333333333333333,0.0,0.0,0.0,0.0,16.0,8.5,0.0,0.0,0.0,0.0,0
PRV54757,15.0,8.333333333333334,0.6666666666666666,0.13333333333333333,0.0,0.08606060606060607,50.0,7.333333333333333,0.0,0.0,0.0,0.0,0
PRV54758,0.0,0.0,0.0,0.0,0.0,0.0,95.0,8.583333333333334,0.0,0.031578947368421054,0.0,0.0,0
PRV54759,5.0,7.2,0.6,0.0,0.0,0.06444444444444444,39.0,9.0,0.0,0.0,0.0,0.0,0
PRV54760,24.0,7.916666666666667,0.8333333333333334,0.041666666666666664,0.08333333333333333,0.09460978835978835,7.0,0.0,0.0,0.0,0.0,0.0,0
PRV54761,0.0,0.0,0.0,0.0,0.0,0.0,822.0,8.0,0.0,0.0072992700729927005,0.0,0.0,0
PRV54763,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.666666666666666,0.0,0.0,0.0,0.0,0
PRV54764,13.0,8.153846153846153,1.0,0.0,0.0,0.10659340659340659,38.0,9.0,0.0,0.0,0.0,0.0,0
PRV54765,196.0,8.061224489795919,0.7091836734693877,0.11224489795918367,0.025510204081632654,0.08147105162411285,43.0,7.5,0.0,0.0,0.0,0.0,1
PRV54767,8.0,8.5,0.25,0.25,0.0,0.023863636363636365,55.0,7.0,0.0,0.0,0.0,0.0,0
PRV54768,7.0,7.142857142857143,0.42857142857142855,0.14285714285714285,0.0,0.08571428571428572,25.0,9.0,0.0,0.0,0.0,0.0,0
PRV54771,12.0,8.416666666666666,0.6666666666666666,0.08333333333333333,0.0,0.07473544973544974,73.0,7.833333333333333,0.0273972602739726,0.0,0.0136986301369863,0.0,1
PRV54772,109.0,8.376146788990825,0.7706422018348624,0.1743119266055046,0.027522935779816515,0.08773448773448773,2006.0,8.263157894736842,0.0004985044865403788,0.006480558325024925,0.0004985044865403788,0.0,1
PRV54773,10.0,8.7,0.9,0.1,0.1,0.09448773448773448,24.0,9.0,0.0,0.0,0.0,0.0,0
PRV54774,5.0,8.2,0.6,0.0,0.0,0.065,483.0,8.380952380952381,0.002070393374741201,0.004140786749482402,0.002070393374741201,0.0,0
PRV54776,5.0,7.2,0.8,0.0,0.0,0.13166666666666665,32.0,9.0,0.0,0.0,0.0,0.0,0
PRV54778,64.0,8.046875,0.65625,0.0625,0.015625,0.07871065566378066,1608.0,8.131147540983607,0.0,0.007462686567164179,0.0,0.0,1
PRV54779,9.0,8.444444444444445,0.7777777777777778,0.0,0.0,0.08531746031746032,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0
PRV54780,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0
PRV54781,71.0,7.971830985915493,0.7183098591549296,0.14084507042253522,0.028169014084507043,0.0950140235351503,134.0,6.8,0.0,0.0,0.0,0.0,1
PRV54783,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.5,0.0,0.0,0.0,0.0,0
PRV54784,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0
PRV54785,2.0,9.0,0.5,0.0,0.0,0.05,6.0,0.0,0.0,0.0,0.0,0.0,0
PRV54786,0.0,0.0,0.0,0.0,0.0,0.0,1316.0,7.959677419354839,0.0,0.011398176291793313,0.0,0.0,1
PRV54787,24.0,7.75,0.9166666666666666,0.041666666666666664,0.041666666666666664,0.1182735088985089,53.0,7.833333333333333,0.0,0.0,0.0,0.0,0
PRV54789,3.0,7.666666666666667,0.3333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54790,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0
PRV54792,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.333333333333333,0.0,0.0,0.0,0.0,0
PRV54793,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0
PRV54794,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0
PRV54795,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0
PRV54796,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
PRV54798,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0
PRV54799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
