Provider,In_TotalClaims,In_AvgDiagnosisCount,In_AvgProcedureCount,In_PctFullDiagnosis,In_PctHighProcedure,In_AvgProcDiagRatio,Out_TotalClaims,Out_AvgDiagnosisCount,Out_AvgProcedureCount,Out_PctFullDiagnosis,Out_PctHasProcedure,Out_AvgProcDiagRatio,PotentialFraud,Bene_UniqueCount,Bene_AvgAge,Bene_AvgChronicCount,Bene_PctChronic,Bene_AvgReimbursed,Bene_AvgDeductible
PRV53624,0.0,0.0,0.0,0.0,0.0,0.0,143.0,8.266666666666667,0.0,0.0139860139860139,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53625,0.0,0.0,0.0,0.0,0.0,0.0,147.0,8.5625,0.0,0.0204081632653061,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53626,1.0,7.0,0.0,0.0,0.0,0.0,12.0,7.333333333333333,0.0,0.0,0.0,0.0,0,1.0,82.0,17.0,1.0,3030.0,1078.0
PRV53627,0.0,0.0,0.0,0.0,0.0,0.0,118.0,10.0,0.0,0.0084745762711864,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53628,4.0,8.5,1.75,0.0,0.5,0.1937499999999999,198.0,9.066666666666666,0.0,0.005050505050505,0.0,0.0,0,3.0,85.66666666666667,17.333333333333332,1.0,7126.666666666667,1590.6666666666667
PRV53629,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53631,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53632,2.0,9.0,0.5,0.0,0.0,0.05,13.0,0.0,0.0,0.0,0.0,0.0,0,2.0,61.5,14.5,1.0,20100.0,2835.0
PRV53633,0.0,0.0,0.0,0.0,0.0,0.0,66.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53634,0.0,0.0,0.0,0.0,0.0,0.0,497.0,7.9393939393939394,0.0,0.0080482897384305,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53635,5.0,8.4,1.0,0.4,0.0,0.1381818181818181,49.0,7.0,0.0,0.0,0.0,0.0,0,5.0,64.6,17.6,1.0,23840.0,1645.6
PRV53638,0.0,0.0,0.0,0.0,0.0,0.0,111.0,6.0,0.0,0.009009009009009,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53640,0.0,0.0,0.0,0.0,0.0,0.0,33.0,7.333333333333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53641,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53642,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53644,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53645,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53646,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53647,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53648,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53649,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53651,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.5,0.0,0.0909090909090909,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53652,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.5,0.0,0.04,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53654,0.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53656,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53657,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9.25,0.0,0.04,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53658,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53659,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53660,0.0,0.0,0.0,0.0,0.0,0.0,35.0,8.666666666666666,0.0,0.0285714285714285,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53661,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53662,0.0,0.0,0.0,0.0,0.0,0.0,331.0,7.928571428571429,0.0,0.0151057401812688,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53663,0.0,0.0,0.0,0.0,0.0,0.0,76.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53664,0.0,0.0,0.0,0.0,0.0,0.0,132.0,9.2,0.0,0.0227272727272727,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53665,0.0,0.0,0.0,0.0,0.0,0.0,65.0,6.875,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53666,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53667,9.0,7.555555555555555,0.7777777777777778,0.0,0.0,0.1308641975308642,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,69.375,16.75,1.0,20610.0,1427.5
PRV53668,16.0,8.1875,0.5625,0.125,0.0,0.0598484848484848,0.0,0.0,0.0,0.0,0.0,0.0,1,16.0,66.8125,16.125,1.0,16085.0,2139.0
PRV53669,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0769230769230769,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53670,0.0,0.0,0.0,0.0,0.0,0.0,1173.0,8.125,0.0,0.0119352088661551,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
PRV53671,31.0,7.612903225806452,0.8387096774193549,0.0967741935483871,0.0,0.110538565377275,24.0,7.0,0.0,0.0,0.0,0.0,1,24.0,77.0,16.541666666666668,1.0,17091.25,2555.8333333333335
PRV53672,0.0,0.0,0.0,0.0,0.0,0.0,487.0,8.13888888888889,0.0,0.002053388090349,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53673,14.0,7.928571428571429,0.7857142857142857,0.0714285714285714,0.0714285714285714,0.0882395382395382,22.0,9.0,0.0,0.0,0.0,0.0,0,14.0,71.64285714285714,16.785714285714285,1.0,20997.14285714286,2387.0
PRV53674,0.0,0.0,0.0,0.0,0.0,0.0,496.0,8.065217391304348,0.0,0.0060483870967741,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53675,76.0,7.921052631578948,0.7105263157894737,0.131578947368421,0.0394736842105263,0.0813226247436773,221.0,9.25,0.0,0.0090497737556561,0.0,0.0,0,72.0,75.51388888888889,16.694444444444443,1.0,14766.527777777777,2028.111111111111
PRV53676,0.0,0.0,0.0,0.0,0.0,0.0,471.0,8.68421052631579,0.0,0.0127388535031847,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53677,63.0,8.063492063492063,0.8253968253968254,0.0952380952380952,0.0476190476190476,0.095806133901372,499.0,7.928571428571429,0.0,0.0100200400801603,0.0,0.0,1,53.0,76.98113207547169,16.50943396226415,1.0,18979.43396226415,2728.6792452830186
PRV53678,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53679,0.0,0.0,0.0,0.0,0.0,0.0,826.0,7.576923076923077,0.0,0.0024213075060532,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53680,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53681,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53682,0.0,0.0,0.0,0.0,0.0,0.0,365.0,8.5,0.0,0.0054794520547945,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53683,2.0,6.5,2.5,0.0,0.5,0.4,7.0,0.0,0.0,0.0,0.0,0.0,0,2.0,70.5,19.0,1.0,20470.0,1937.0
PRV53684,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53685,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53686,0.0,0.0,0.0,0.0,0.0,0.0,292.0,7.428571428571429,0.0,0.0034246575342465,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53688,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53689,0.0,0.0,0.0,0.0,0.0,0.0,561.0,8.463414634146341,0.0,0.0071301247771836,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53690,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53692,146.0,8.178082191780822,0.7191780821917808,0.1232876712328767,0.0205479452054794,0.0830615351163296,98.0,6.333333333333333,0.0,0.0,0.0,0.0,1,125.0,75.112,16.464,1.0,17973.68,2301.424
PRV53694,0.0,0.0,0.0,0.0,0.0,0.0,61.0,8.25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53695,0.0,0.0,0.0,0.0,0.0,0.0,116.0,7.7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53696,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53697,71.0,7.957746478873239,0.704225352112676,0.1408450704225352,0.0,0.083387191837896,43.0,9.0,0.0,0.0,0.0,0.0,0,62.0,74.64516129032258,16.370967741935484,1.0,18124.354838709678,2092.2258064516127
PRV53698,0.0,0.0,0.0,0.0,0.0,0.0,77.0,8.1,0.0,0.0129870129870129,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53699,2.0,9.5,0.5,0.5,0.0,0.05,359.0,8.375,0.0,0.0083565459610027,0.0,0.0,0,2.0,51.5,17.0,1.0,21525.0,2596.0
PRV53700,0.0,0.0,0.0,0.0,0.0,0.0,913.0,8.183333333333334,0.0,0.0054764512595837,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53701,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.5,0.0,0.1666666666666666,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53702,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,8.03448275862069,0.0,0.0039603960396039,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53703,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.666666666666667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53704,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53705,4.0,8.0,0.75,0.0,0.0,0.0777777777777777,53.0,8.166666666666666,0.0,0.0188679245283018,0.0,0.0,0,4.0,76.75,16.5,1.0,14907.5,2139.0
PRV53706,282.0,8.078014184397164,0.7411347517730497,0.0673758865248227,0.0248226950354609,0.0854183936630745,191.0,7.583333333333333,0.0,0.0104712041884816,0.0,0.0,1,262.0,76.86641221374046,16.427480916030536,1.0,17068.091603053435,2091.679389312977
PRV53708,0.0,0.0,0.0,0.0,0.0,0.0,53.0,9.0,0.0,0.0188679245283018,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53709,0.0,0.0,0.0,0.0,0.0,0.0,99.0,8.181818181818182,0.0,0.0202020202020202,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53710,58.0,8.293103448275861,0.7758620689655172,0.0344827586206896,0.0689655172413793,0.0849616858237548,327.0,8.526315789473685,0.0,0.0061162079510703,0.0,0.0,0,50.0,74.96,16.5,1.0,17770.4,2193.4
PRV53712,161.0,7.968944099378882,0.8074534161490683,0.093167701863354,0.0186335403726708,0.0934179864304087,76.0,8.857142857142858,0.0,0.0263157894736842,0.0,0.0,1,143.0,76.11888111888112,16.986013986013987,1.0,17710.0,2039.7342657342658
PRV53713,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53714,0.0,0.0,0.0,0.0,0.0,0.0,144.0,8.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53715,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.333333333333334,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53716,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,0.0,0.0303030303030303,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53717,0.0,0.0,0.0,0.0,0.0,0.0,61.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53719,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53720,0.0,0.0,0.0,0.0,0.0,0.0,55.0,8.75,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53721,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53722,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53723,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53724,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53726,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53727,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53728,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53729,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53730,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53731,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53732,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53733,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53734,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53735,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53740,0.0,0.0,0.0,0.0,0.0,0.0,47.0,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53741,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53743,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.333333333333334,0.0,0.032258064516129,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53745,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53746,6.0,6.833333333333333,1.0,0.0,0.0,0.1738095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,74.16666666666667,16.833333333333332,1.0,19825.0,2271.6666666666665
PRV53749,24.0,8.375,0.5,0.0416666666666666,0.0,0.0519675925925925,45.0,7.25,0.0,0.0,0.0,0.0,1,21.0,77.61904761904762,16.38095238095238,1.0,16006.190476190477,1900.2857142857142
PRV53750,1.0,8.0,0.0,0.0,0.0,0.0,1244.0,8.085106382978724,0.0008038585209003,0.0120578778135048,0.0008038585209003,0.0,0,1.0,57.0,18.0,1.0,12060.0,1558.0
PRV53751,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53752,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53754,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53755,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.666666666666666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53756,0.0,0.0,0.0,0.0,0.0,0.0,59.0,9.125,0.0,0.0169491525423728,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53757,1.0,7.0,1.0,0.0,0.0,0.125,55.0,9.0,0.0,0.0,0.0,0.0,0,1.0,72.0,21.0,1.0,23140.0,1068.0
PRV53759,0.0,0.0,0.0,0.0,0.0,0.0,56.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53761,0.0,0.0,0.0,0.0,0.0,0.0,38.0,9.25,0.0,0.0263157894736842,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53762,84.0,8.238095238095237,0.7380952380952381,0.0714285714285714,0.0238095238095238,0.0792349515563801,534.0,8.2,0.0,0.0112359550561797,0.0,0.0,1,59.0,75.84745762711864,16.406779661016948,1.0,20408.305084745763,2324.0677966101694
PRV53763,58.0,7.982758620689655,0.8620689655172413,0.0862068965517241,0.0,0.0993270139821864,0.0,0.0,0.0,0.0,0.0,0.0,1,57.0,74.2280701754386,16.280701754385966,1.0,20965.087719298244,2302.6315789473683
PRV53764,1.0,8.0,0.0,0.0,0.0,0.0,38.0,7.5,0.0,0.0263157894736842,0.0,0.0,0,1.0,86.0,16.0,1.0,30320.0,3606.0
PRV53765,0.0,0.0,0.0,0.0,0.0,0.0,67.0,5.333333333333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53766,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.375,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53767,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.666666666666666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53768,5.0,8.4,0.2,0.4,0.0,0.02,57.0,5.0,0.0,0.0,0.0,0.0,0,5.0,67.2,16.4,1.0,13234.0,2768.0
PRV53769,132.0,8.393939393939394,0.7196969696969697,0.0833333333333333,0.0151515151515151,0.0797925138834229,245.0,8.095238095238095,0.0040816326530612,0.0081632653061224,0.0040816326530612,0.0,1,126.0,74.42857142857143,16.150793650793652,1.0,19932.539682539682,2296.936507936508
PRV53770,77.0,8.285714285714286,0.7272727272727273,0.1038961038961039,0.0129870129870129,0.0818430126871685,176.0,8.466666666666667,0.0,0.0113636363636363,0.0,0.0,0,68.0,72.23529411764706,16.705882352941178,1.0,16603.970588235294,2047.7941176470588
PRV53771,0.0,0.0,0.0,0.0,0.0,0.0,51.0,8.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53772,0.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53773,0.0,0.0,0.0,0.0,0.0,0.0,567.0,8.395833333333334,0.0,0.0088183421516754,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53774,50.0,8.24,0.74,0.1,0.04,0.0779595959595959,174.0,8.045454545454545,0.0,0.0057471264367816,0.0,0.0,0,44.0,76.38636363636364,16.25,1.0,17728.409090909092,2158.0
PRV53775,2.0,7.0,0.5,0.0,0.0,0.05,45.0,8.0,0.0,0.0222222222222222,0.0,0.0,0,2.0,62.5,19.5,1.0,6065.0,1123.0
PRV53776,47.0,8.319148936170214,0.7872340425531915,0.1063829787234042,0.0212765957446808,0.0860827116146265,153.0,7.583333333333333,0.0,0.0,0.0,0.0,1,45.0,77.4888888888889,17.066666666666666,1.0,18238.222222222223,2224.177777777778
PRV53779,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.666666666666666,0.0,0.0204081632653061,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53780,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53781,79.0,7.822784810126582,0.7215189873417721,0.050632911392405,0.0253164556962025,0.0896222624070725,314.0,8.333333333333334,0.0,0.0063694267515923,0.0,0.0,1,74.0,75.12162162162163,16.43243243243243,1.0,17428.783783783783,2200.9189189189187
PRV53782,0.0,0.0,0.0,0.0,0.0,0.0,53.0,9.333333333333334,0.0,0.0188679245283018,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53783,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53784,0.0,0.0,0.0,0.0,0.0,0.0,41.0,8.285714285714286,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53785,0.0,0.0,0.0,0.0,0.0,0.0,129.0,8.428571428571429,0.0,0.0077519379844961,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53786,36.0,8.277777777777779,0.6944444444444444,0.0277777777777777,0.0277777777777777,0.0793540564373897,1346.0,8.271028037383177,0.0,0.0104011887072808,0.0,0.0,1,33.0,72.87878787878788,17.393939393939394,1.0,17873.333333333332,2055.757575757576
PRV53787,32.0,7.78125,0.9375,0.0625,0.0625,0.1123658459595959,42.0,7.0,0.0,0.0,0.0,0.0,1,32.0,71.375,16.34375,1.0,16640.3125,2722.4375
PRV53788,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53790,44.0,7.772727272727272,0.7045454545454546,0.0681818181818181,0.0454545454545454,0.0814582513446149,449.0,8.32,0.0,0.0022271714922048,0.0,0.0,1,44.0,76.02272727272727,16.795454545454547,1.0,20227.5,2349.090909090909
PRV53791,6.0,8.0,0.8333333333333334,0.0,0.0,0.087037037037037,86.0,8.125,0.0,0.0,0.0,0.0,0,5.0,78.0,14.4,1.0,15534.0,2362.4
PRV53792,33.0,8.0,0.5454545454545454,0.0606060606060606,0.0303030303030303,0.0605229787047968,20.0,8.666666666666666,0.0,0.0,0.0,0.0,1,32.0,73.78125,16.65625,1.0,14565.3125,1978.875
PRV53793,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.166666666666666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53794,0.0,0.0,0.0,0.0,0.0,0.0,167.0,7.833333333333333,0.0,0.0059880239520958,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53796,0.0,0.0,0.0,0.0,0.0,0.0,28.0,9.5,0.0,0.0714285714285714,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53797,0.0,0.0,0.0,0.0,0.0,0.0,4739.0,8.03,0.0004220299641274,0.01076176408525,0.0002110149820637,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
PRV53798,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.333333333333333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53799,14.0,8.142857142857142,0.5714285714285714,0.2142857142857142,0.0,0.0613404452690167,739.0,8.482758620689655,0.0,0.0081190798376184,0.0,0.0,0,13.0,70.46153846153847,16.46153846153846,1.0,12661.538461538461,2218.923076923077
PRV53801,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.6666666666666665,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53802,46.0,8.456521739130435,0.782608695652174,0.1304347826086956,0.0,0.0888488926532404,34.0,9.0,0.0,0.0,0.0,0.0,0,42.0,72.54761904761905,16.023809523809526,1.0,18846.190476190477,2381.0
PRV53805,0.0,0.0,0.0,0.0,0.0,0.0,70.0,9.25,0.0,0.0142857142857142,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
PRV53806,0.0,0.0,0.0,0.0,0.0,0.0,173.0,7.3,0.0,0.0057803468208092,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
